week,year,Zone,Date,Total,"Not Surveyd",Surveyed,Present,Awaiting,"Valid Absent","without Uniform",Leave,Driver,"Night Shift",Evening,"Other Duty","Left Job",Retired,Death,"CNIC Mismatch",Transfer,Other
36,2018,PDLBC,8-Sep-18,395,383,12,3,0,1,6,1,0,0,0,0,0,0,0,0,0,1
36,2018,"Project Gulshan-e-Iqbal Park",8-Sep-18,189,176,13,6,0,1,2,1,0,0,0,0,0,1,0,0,0,2
36,2018,V,8-Sep-18,796,766,30,10,0,5,12,0,0,0,0,0,0,0,0,0,0,3
36,2018,VI,8-Sep-18,222,215,7,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0
36,2018,VII,8-Sep-18,224,219,5,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0
37,2018,"ENGINEERING DIRECTORATE",10-Sep-18,562,466,96,4,0,21,62,2,0,0,0,0,0,1,0,0,0,6
37,2018,I,10-Sep-18,750,709,41,20,0,8,10,1,0,0,0,1,0,0,0,0,0,1
37,2018,II,10-Sep-18,541,496,45,3,0,9,28,0,0,0,0,0,0,0,0,0,0,5
37,2018,III,10-Sep-18,660,618,42,7,0,5,21,2,0,0,0,2,1,0,0,0,0,4
37,2018,IV,10-Sep-18,822,754,68,21,0,18,26,0,0,0,0,0,0,0,0,0,0,3
37,2018,"PD FEROZPUR ROAD",10-Sep-18,193,182,11,1,0,2,7,0,0,0,0,0,0,0,0,0,0,1
37,2018,"PD MALL RD AND FEROZPUR RD",10-Sep-18,69,67,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,2018,PDLBC,10-Sep-18,395,383,12,7,0,1,3,0,0,0,0,0,0,0,0,0,0,1
37,2018,"Project Gulshan-e-Iqbal Park",10-Sep-18,189,157,32,15,0,2,8,2,0,0,0,0,0,0,0,0,0,5
37,2018,V,10-Sep-18,796,738,58,14,0,10,29,2,0,0,0,0,0,1,0,0,0,2
37,2018,VI,10-Sep-18,222,209,13,1,0,3,9,0,0,0,0,0,0,0,0,0,0,0
37,2018,VII,10-Sep-18,224,212,12,6,0,1,3,1,0,0,0,0,0,0,0,0,0,1
37,2018,"ENGINEERING DIRECTORATE",11-Sep-18,562,195,367,10,0,59,264,11,1,0,0,6,0,3,5,0,1,7
37,2018,GIP,11-Sep-18,276,71,205,32,0,16,106,7,0,0,3,4,7,3,1,0,18,8
37,2018,"ENGINEERING DIRECTORATE",12-Sep-18,562,505,57,2,0,5,46,1,0,0,0,0,0,1,1,0,0,1
37,2018,III,12-Sep-18,649,73,576,154,0,46,325,5,5,0,0,3,19,1,0,0,0,18
37,2018,"PD MALL RD AND FEROZPUR RD",12-Sep-18,69,4,65,37,0,4,19,1,0,0,0,0,1,1,0,0,0,2
37,2018,PDLBC,12-Sep-18,395,22,373,155,0,16,157,3,3,0,0,8,12,8,2,0,1,8
37,2018,"ENGINEERING DIRECTORATE",13-Sep-18,562,521,41,4,0,6,26,1,0,0,0,1,0,1,2,0,0,0
37,2018,GORs,13-Sep-18,349,8,341,9,0,21,253,2,9,0,0,31,4,2,0,0,0,10
37,2018,II,13-Sep-18,541,62,479,13,0,51,386,5,3,0,0,3,3,5,1,0,0,9
37,2018,"ENGINEERING DIRECTORATE",14-Sep-18,562,527,35,18,0,5,9,0,0,0,0,2,0,1,0,0,0,0
37,2018,I,14-Sep-18,750,513,237,93,0,8,109,8,1,0,0,5,0,4,1,0,0,8
37,2018,V,14-Sep-18,806,486,320,33,0,25,225,8,2,1,0,7,3,4,1,0,0,11
37,2018,"ENGINEERING DIRECTORATE",15-Sep-18,562,535,27,0,0,18,8,0,0,0,0,0,0,1,0,0,0,0
37,2018,I,15-Sep-18,750,281,469,240,0,30,144,12,7,0,1,22,3,6,1,0,0,3
37,2018,"PD Ring Road",15-Sep-18,14,0,14,0,0,9,0,0,0,0,1,3,0,0,0,0,0,1
37,2018,V,15-Sep-18,807,409,398,81,0,48,206,8,10,1,0,22,4,2,0,0,2,14
38,2018,"ENGINEERING DIRECTORATE",17-Sep-18,562,445,117,4,1,28,77,3,0,0,0,0,0,1,0,0,0,3
38,2018,GIP,17-Sep-18,276,213,63,8,0,15,32,1,0,0,0,0,1,0,0,0,1,5
38,2018,GORs,17-Sep-18,349,346,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
38,2018,I,17-Sep-18,750,710,40,11,0,6,18,3,0,0,0,0,0,0,0,0,0,2
38,2018,II,17-Sep-18,542,498,44,3,0,9,26,1,0,0,0,1,0,0,0,0,0,4
38,2018,III,17-Sep-18,645,603,42,7,0,8,21,1,0,0,0,1,1,0,0,0,0,3
38,2018,JillaniPark,17-Sep-18,236,162,74,16,0,2,38,3,0,0,0,0,0,1,0,0,0,14
38,2018,"PD FEROZPUR ROAD",17-Sep-18,193,182,11,3,0,3,4,0,0,0,0,0,0,0,0,0,0,1
38,2018,"PD MALL RD AND FEROZPUR RD",17-Sep-18,73,71,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
38,2018,PDLBC,17-Sep-18,395,382,13,8,0,2,3,0,0,0,0,0,0,0,0,0,0,0
38,2018,"Project Gulshan-e-Iqbal Park",17-Sep-18,189,157,32,9,0,2,14,2,0,0,0,0,0,0,0,0,0,5
38,2018,V,17-Sep-18,807,748,59,20,0,3,25,3,0,1,0,0,0,2,0,0,0,5
38,2018,VI,17-Sep-18,221,208,13,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0
38,2018,VII,17-Sep-18,223,211,12,6,0,0,4,1,0,0,0,0,0,0,0,0,0,1
38,2018,"ENGINEERING DIRECTORATE",18-Sep-18,562,525,37,1,0,7,28,1,0,0,0,0,0,0,0,0,0,0
38,2018,IV,18-Sep-18,821,97,724,190,0,52,416,23,5,0,0,12,2,9,1,0,1,13
38,2018,JillaniPark,18-Sep-18,236,94,142,16,0,15,90,6,1,0,1,1,4,0,0,0,0,8
38,2018,"ENGINEERING DIRECTORATE",19-Sep-18,562,505,57,3,0,6,42,2,0,0,0,0,0,1,0,0,0,3
38,2018,GIP,19-Sep-18,276,265,11,1,0,0,5,1,0,0,0,1,0,0,0,0,0,3
38,2018,GORs,19-Sep-18,349,346,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
38,2018,I,19-Sep-18,751,745,6,1,0,3,1,0,0,0,0,0,0,0,0,0,0,1
38,2018,II,19-Sep-18,542,524,18,0,0,8,9,0,0,0,0,0,0,0,0,0,0,1
38,2018,III,19-Sep-18,643,614,29,1,0,3,19,0,2,0,0,0,0,0,0,0,0,4
38,2018,IV,19-Sep-18,821,790,31,5,0,5,17,0,0,0,0,0,0,1,0,0,0,3
38,2018,JillaniPark,19-Sep-18,235,215,20,3,0,3,9,1,0,0,0,0,2,0,0,0,0,2
38,2018,"PD FEROZPUR ROAD",19-Sep-18,193,185,8,0,0,2,5,0,0,0,0,0,0,0,0,0,0,1
38,2018,"PD MALL RD AND FEROZPUR RD",19-Sep-18,73,71,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,2018,PDLBC,19-Sep-18,395,383,12,3,0,1,5,1,0,0,0,0,0,0,0,0,0,2
38,2018,"Project Gulshan-e-Iqbal Park",19-Sep-18,189,176,13,8,0,3,1,1,0,0,0,0,0,0,0,0,0,0
38,2018,V,19-Sep-18,810,777,33,11,0,8,10,0,0,0,0,0,0,0,0,0,0,4
38,2018,VI,19-Sep-18,221,214,7,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0
38,2018,VII,19-Sep-18,223,218,5,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0
38,2018,"ENGINEERING DIRECTORATE",22-Sep-18,562,531,31,0,0,9,18,3,0,0,0,0,0,0,1,0,0,0
38,2018,IV,22-Sep-18,821,753,68,22,0,11,28,1,0,0,0,1,0,0,0,0,0,5
38,2018,"PD FEROZPUR ROAD",22-Sep-18,193,19,174,57,0,43,60,0,1,0,0,1,2,3,0,0,0,7
38,2018,"Project Gulshan-e-Iqbal Park",22-Sep-18,189,46,143,69,0,20,21,18,1,0,0,0,1,2,0,0,0,11
38,2018,VI,22-Sep-18,221,21,200,44,0,36,97,5,1,0,0,4,5,2,1,0,0,5
38,2018,VII,22-Sep-18,223,17,206,43,0,31,110,8,2,0,0,2,0,5,1,0,0,4
39,2018,"ENGINEERING DIRECTORATE",24-Sep-18,562,486,76,3,0,16,49,1,0,0,0,1,0,0,1,0,0,5
39,2018,GIP,24-Sep-18,276,213,63,7,0,5,33,3,0,0,0,1,0,0,0,0,3,11
39,2018,GORs,24-Sep-18,349,6,343,16,0,14,258,0,9,0,0,20,8,2,0,0,0,16
39,2018,I,24-Sep-18,751,46,705,348,0,57,234,10,9,0,0,8,4,11,1,0,0,23
39,2018,JillaniPark,24-Sep-18,235,159,76,15,0,1,49,1,0,0,0,0,2,0,0,0,0,8
39,2018,VI,24-Sep-18,221,208,13,0,0,2,10,0,0,0,0,0,0,0,0,0,0,1
39,2018,"ENGINEERING DIRECTORATE",25-Sep-18,562,524,38,2,0,5,30,0,0,0,0,1,0,0,0,0,0,0
39,2018,III,25-Sep-18,643,70,573,211,0,34,275,2,4,0,0,10,24,1,0,0,0,12
39,2018,PDLBC,25-Sep-18,394,24,370,146,0,26,158,4,3,0,0,1,11,8,2,0,0,11
39,2018,"ENGINEERING DIRECTORATE",26-Sep-18,560,473,87,4,0,16,57,4,0,0,0,0,0,1,1,0,0,4
39,2018,GIP,26-Sep-18,276,73,203,18,0,12,127,4,2,0,0,3,10,3,1,0,13,10
39,2018,I,26-Sep-18,752,711,41,16,0,6,17,1,0,0,0,0,0,0,0,0,0,1
39,2018,II,26-Sep-18,541,63,478,20,0,51,376,4,4,0,0,3,3,6,1,0,0,10
39,2018,III,26-Sep-18,642,603,39,4,0,14,16,1,0,0,0,1,0,0,0,0,0,3
39,2018,IV,26-Sep-18,821,669,152,45,0,6,85,4,3,0,0,4,1,0,1,0,0,3
39,2018,JillaniPark,26-Sep-18,237,95,142,15,0,12,94,3,0,0,0,2,3,2,0,0,0,11
39,2018,"PD FEROZPUR ROAD",26-Sep-18,193,182,11,2,0,3,5,0,0,0,0,0,0,0,0,0,0,1
39,2018,PDLBC,26-Sep-18,394,382,12,9,0,0,2,0,0,0,0,0,0,0,0,0,0,1
39,2018,"PHA Office Staff",26-Sep-18,540,538,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
39,2018,V,26-Sep-18,811,753,58,17,0,10,20,1,0,0,0,0,0,2,0,0,0,8
39,2018,VII,26-Sep-18,223,211,12,7,0,2,1,1,0,0,0,0,0,0,0,0,0,1
39,2018,"ENGINEERING DIRECTORATE",27-Sep-18,560,427,133,2,0,23,97,1,0,0,0,1,0,3,1,0,0,5
39,2018,GIP,27-Sep-18,276,214,62,12,0,6,33,0,0,0,0,1,1,0,0,0,2,7
39,2018,II,27-Sep-18,541,497,44,3,0,6,30,0,0,0,0,0,0,0,0,0,0,5
39,2018,IV,27-Sep-18,821,753,68,21,0,11,25,2,0,0,0,0,0,0,0,0,0,9
39,2018,JillaniPark,27-Sep-18,237,161,76,35,0,0,29,2,0,0,0,0,0,1,0,0,0,9
39,2018,"PD MALL RD AND FEROZPUR RD",27-Sep-18,72,2,70,32,0,5,26,0,2,1,0,1,2,1,0,0,0,0
39,2018,"Project Gulshan-e-Iqbal Park",27-Sep-18,189,46,143,95,0,10,19,8,0,0,0,1,1,3,1,0,0,5
39,2018,V,27-Sep-18,811,413,398,72,0,21,253,8,8,0,0,10,3,6,1,0,1,15
39,2018,VII,27-Sep-18,223,17,206,63,0,10,117,2,2,0,0,3,0,4,1,0,0,4
39,2018,"ENGINEERING DIRECTORATE",28-Sep-18,560,503,57,2,0,8,39,1,0,0,0,0,0,1,0,0,0,6
39,2018,GIP,28-Sep-18,278,267,11,2,0,0,3,2,0,0,0,1,0,0,0,0,0,3
39,2018,GORs,28-Sep-18,349,346,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
39,2018,I,28-Sep-18,752,746,6,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0
39,2018,II,28-Sep-18,541,522,19,2,0,4,13,0,0,0,0,0,0,0,0,0,0,0
39,2018,III,28-Sep-18,643,614,29,3,0,3,16,0,2,0,0,1,0,0,0,0,0,4
39,2018,IV,28-Sep-18,821,790,31,3,0,7,19,0,0,0,0,0,0,1,0,0,0,1
39,2018,JillaniPark,28-Sep-18,238,219,19,10,0,1,3,1,0,0,0,0,2,0,0,0,0,2
39,2018,"PD FEROZPUR ROAD",28-Sep-18,193,185,8,0,0,3,3,0,0,0,0,0,0,0,0,0,0,2
39,2018,"PD MALL RD AND FEROZPUR RD",28-Sep-18,72,70,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
39,2018,PDLBC,28-Sep-18,394,382,12,3,0,0,7,0,0,0,0,0,0,0,0,0,0,2
39,2018,"Project Gulshan-e-Iqbal Park",28-Sep-18,189,176,13,6,0,2,1,1,0,0,0,0,0,1,0,0,0,2
39,2018,V,28-Sep-18,811,778,33,12,0,5,14,0,0,0,0,0,0,0,0,0,0,2
39,2018,VI,28-Sep-18,222,215,7,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0
39,2018,VII,28-Sep-18,223,218,5,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0
39,2018,"ENGINEERING DIRECTORATE",29-Sep-18,560,483,77,10,0,18,44,1,0,0,0,1,0,1,1,0,0,1
39,2018,GIP,29-Sep-18,278,216,62,12,0,13,30,2,0,0,0,1,1,0,0,0,0,3
39,2018,IV,29-Sep-18,821,301,520,173,0,41,266,16,1,0,0,6,1,9,1,0,1,5
39,2018,"PD FEROZPUR ROAD",29-Sep-18,193,18,175,77,0,11,64,5,1,0,0,4,3,7,0,0,0,3
39,2018,"PD Ring Road",29-Sep-18,14,1,13,0,0,8,1,1,0,0,0,3,0,0,0,0,0,0
39,2018,"Project Gulshan-e-Iqbal Park",29-Sep-18,189,157,32,20,0,2,0,3,0,0,0,0,0,0,0,0,0,7
39,2018,V,29-Sep-18,811,549,262,46,0,25,156,0,6,0,1,21,4,0,0,0,0,3
39,2018,VI,29-Sep-18,222,23,199,36,0,40,104,6,1,0,0,5,3,1,1,0,0,2
40,2018,I,1-Oct-18,752,49,703,341,0,39,243,10,10,0,0,10,3,11,3,0,0,33
40,2018,PDLBC,1-Oct-18,394,24,370,138,0,32,163,1,3,0,0,4,13,8,2,0,0,6
40,2018,III,2-Oct-18,643,68,575,187,0,53,266,5,8,1,0,22,26,1,0,0,0,6
40,2018,"PD FEROZPUR ROAD",2-Oct-18,193,18,175,60,0,25,62,3,1,0,0,8,1,8,0,0,0,7
40,2018,"PD MALL RD AND FEROZPUR RD",2-Oct-18,72,4,68,29,0,16,18,0,1,0,0,1,2,1,0,0,0,0
40,2018,"PD Ring Road",3-Oct-18,14,1,13,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0
40,2018,V,3-Oct-18,811,92,719,94,0,65,480,10,11,0,1,32,4,6,1,0,0,15
40,2018,VII,3-Oct-18,223,16,207,42,0,22,115,5,3,0,0,4,0,5,1,0,0,10
40,2018,GIP,4-Oct-18,278,73,205,26,0,15,120,4,1,0,0,1,9,3,1,0,16,9
40,2018,II,4-Oct-18,541,63,478,24,0,40,382,7,2,0,0,8,5,5,1,0,0,4
40,2018,"Project Gulshan-e-Iqbal Park",4-Oct-18,189,46,143,114,0,9,9,2,1,0,0,1,0,2,1,0,0,4
40,2018,"ENGINEERING DIRECTORATE",5-Oct-18,560,516,44,4,0,6,30,1,0,0,0,0,0,0,0,0,0,3
40,2018,GORs,5-Oct-18,349,6,343,47,0,9,229,1,7,0,0,27,10,2,0,0,0,11
40,2018,I,5-Oct-18,752,717,35,11,0,8,11,1,0,0,0,0,0,0,0,0,0,4
40,2018,III,5-Oct-18,643,606,37,9,0,3,20,1,0,0,0,2,0,0,0,0,0,2
40,2018,IV,5-Oct-18,820,559,261,84,0,19,125,7,4,0,0,16,0,1,1,0,1,3
40,2018,JillaniPark,5-Oct-18,239,95,144,24,0,14,79,3,1,0,2,1,5,2,0,0,0,13
40,2018,"PD FEROZPUR ROAD",5-Oct-18,193,181,12,3,0,4,3,0,0,0,0,0,0,0,0,0,0,2
40,2018,PDLBC,5-Oct-18,394,382,12,7,0,0,5,0,0,0,0,0,0,0,0,0,0,0
40,2018,V,5-Oct-18,811,769,42,14,0,3,18,1,0,0,0,0,0,1,0,0,0,5
40,2018,VI,5-Oct-18,222,22,200,44,0,30,114,5,1,0,0,2,1,1,1,0,0,1
40,2018,VII,5-Oct-18,223,212,11,5,0,3,3,0,0,0,0,0,0,0,0,0,0,0
40,2018,"ENGINEERING DIRECTORATE",6-Oct-18,560,191,369,12,0,52,262,14,2,0,0,5,1,4,5,0,1,11
40,2018,IV,6-Oct-18,820,820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,2018,"PD MALL RD AND FEROZPUR RD",6-Oct-18,72,4,68,30,0,10,21,2,2,0,0,0,1,1,0,0,0,1
41,2018,"ENGINEERING DIRECTORATE",8-Oct-18,560,511,49,1,0,9,33,1,0,0,0,2,0,1,1,0,0,1
41,2018,GIP,8-Oct-18,278,216,62,8,0,12,34,1,0,1,0,1,0,0,0,0,0,5
41,2018,II,8-Oct-18,541,498,43,6,0,15,18,1,0,0,0,0,0,0,0,0,0,3
41,2018,IV,8-Oct-18,820,338,482,110,0,49,280,12,2,1,2,4,1,9,1,0,0,11
41,2018,"PD FEROZPUR ROAD",8-Oct-18,193,18,175,66,0,12,74,0,1,0,0,3,2,8,0,0,0,9
41,2018,PDLBC,8-Oct-18,394,24,370,151,0,15,147,4,2,0,0,15,13,8,2,0,0,13
41,2018,VI,8-Oct-18,222,209,13,2,0,3,8,0,0,0,0,0,0,0,0,0,0,0
41,2018,"ENGINEERING DIRECTORATE",9-Oct-18,560,517,43,2,0,3,34,2,0,0,0,0,0,0,0,0,0,2
41,2018,III,9-Oct-18,647,74,573,198,0,50,283,4,4,0,3,6,17,1,0,0,0,7
41,2018,"Project Gulshan-e-Iqbal Park",9-Oct-18,189,46,143,90,0,9,22,8,2,0,0,2,1,3,1,0,0,5
41,2018,VII,9-Oct-18,223,16,207,41,0,35,111,1,3,0,0,10,1,3,1,0,0,1
41,2018,"ENGINEERING DIRECTORATE",10-Oct-18,560,503,57,1,0,9,41,2,0,0,0,0,0,1,0,0,0,3
41,2018,GIP,10-Oct-18,278,265,13,4,0,1,2,3,0,0,0,1,0,0,0,0,0,2
41,2018,GORs,10-Oct-18,348,345,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41,2018,I,10-Oct-18,745,739,6,2,0,1,1,1,0,0,0,0,0,0,0,0,0,1
41,2018,II,10-Oct-18,541,522,19,3,0,3,13,0,0,0,0,0,0,0,0,0,0,0
41,2018,III,10-Oct-18,647,618,29,2,0,6,14,1,2,0,0,1,1,0,0,0,0,2
41,2018,IV,10-Oct-18,823,791,32,3,0,5,21,1,0,0,0,0,0,1,0,0,0,1
41,2018,JillaniPark,10-Oct-18,239,219,20,11,0,0,3,2,0,0,0,0,2,0,0,0,0,2
41,2018,"PD FEROZPUR ROAD",10-Oct-18,193,187,6,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0
41,2018,"PD MALL RD AND FEROZPUR RD",10-Oct-18,72,70,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
41,2018,PDLBC,10-Oct-18,394,382,12,4,0,2,4,0,0,0,0,0,0,0,0,0,0,2
41,2018,"Project Gulshan-e-Iqbal Park",10-Oct-18,189,176,13,6,0,0,4,0,0,0,0,0,1,1,0,0,0,1
41,2018,V,10-Oct-18,816,784,32,8,0,10,10,1,0,0,1,0,0,0,0,0,0,2
41,2018,VI,10-Oct-18,223,216,7,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0
41,2018,VII,10-Oct-18,223,218,5,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0
41,2018,"ENGINEERING DIRECTORATE",11-Oct-18,560,496,64,2,0,8,47,2,0,0,1,0,0,1,2,0,0,1
41,2018,GORs,11-Oct-18,348,6,342,33,0,22,232,1,8,0,0,25,11,2,0,0,0,8
41,2018,I,11-Oct-18,745,737,8,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0
41,2018,II,11-Oct-18,541,63,478,29,0,37,376,9,1,0,0,10,5,5,1,0,0,5
41,2018,IV,11-Oct-18,823,805,18,5,0,4,9,0,0,0,0,0,0,0,0,0,0,0
41,2018,JillaniPark,11-Oct-18,239,162,77,31,0,0,30,4,0,0,0,1,0,1,0,0,0,10
41,2018,"PD MALL RD AND FEROZPUR RD",11-Oct-18,72,70,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
41,2018,"Project Gulshan-e-Iqbal Park",11-Oct-18,189,157,32,11,0,1,14,0,0,0,0,0,0,0,0,0,0,6
41,2018,V,11-Oct-18,816,797,19,4,0,1,10,0,0,0,0,0,0,1,0,0,0,3
41,2018,"ENGINEERING DIRECTORATE",12-Oct-18,560,495,65,1,0,14,41,0,0,0,0,2,0,2,0,0,0,5
41,2018,GORs,12-Oct-18,348,345,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
41,2018,IV,12-Oct-18,823,777,46,20,0,4,19,0,0,0,0,2,0,0,0,0,0,1
41,2018,"PD Ring Road",12-Oct-18,14,1,13,0,0,5,0,1,0,0,0,7,0,0,0,0,0,0
41,2018,V,12-Oct-18,816,95,721,97,0,47,498,7,13,1,2,31,2,8,1,0,0,14
41,2018,"ENGINEERING DIRECTORATE",13-Oct-18,560,539,21,1,0,5,12,0,0,0,0,3,0,0,0,0,0,0
41,2018,I,13-Oct-18,745,43,702,260,0,70,268,24,10,4,4,16,3,11,2,0,1,29
42,2018,"ENGINEERING DIRECTORATE",15-Oct-18,560,548,12,2,0,2,8,0,0,0,0,0,0,0,0,0,0,0
42,2018,IV,15-Oct-18,823,524,299,98,0,26,152,6,2,0,0,6,1,3,1,0,1,3
42,2018,JillaniPark,15-Oct-18,239,95,144,22,0,11,90,3,0,0,1,1,4,2,0,0,0,10
42,2018,VI,15-Oct-18,222,22,200,59,0,17,105,2,2,0,0,3,8,2,1,0,0,1
42,2018,III,16-Oct-18,647,72,575,205,0,50,266,0,3,1,1,19,23,1,0,0,0,6
42,2018,"Project Gulshan-e-Iqbal Park",16-Oct-18,189,46,143,82,0,13,26,8,0,0,0,4,1,3,1,0,0,5
42,2018,"ENGINEERING DIRECTORATE",17-Oct-18,560,507,53,19,0,3,29,0,0,0,0,1,0,0,0,0,0,1
42,2018,GIP,17-Oct-18,278,74,204,18,0,9,125,7,2,0,1,2,10,3,1,0,14,12
42,2018,IV,17-Oct-18,823,238,585,124,0,45,363,25,3,0,1,5,1,10,2,0,1,5
42,2018,"ENGINEERING DIRECTORATE",18-Oct-18,560,439,121,8,21,6,81,1,0,0,0,0,0,2,0,0,0,2
42,2018,GORs,18-Oct-18,348,345,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
42,2018,I,18-Oct-18,745,704,41,7,14,5,13,0,0,0,0,0,0,0,0,0,0,2
42,2018,II,18-Oct-18,541,498,43,6,8,4,25,0,0,0,0,0,0,0,0,0,0,0
42,2018,III,18-Oct-18,647,614,33,2,12,0,19,0,0,0,0,0,0,0,0,0,0,0
42,2018,IV,18-Oct-18,823,757,66,21,9,7,27,1,0,0,0,0,0,0,0,0,0,1
42,2018,JillaniPark,18-Oct-18,239,163,76,24,0,4,35,1,0,0,0,0,1,0,0,0,0,11
42,2018,"PD FEROZPUR ROAD",18-Oct-18,193,182,11,4,3,0,4,0,0,0,0,0,0,0,0,0,0,0
42,2018,"PD MALL RD AND FEROZPUR RD",18-Oct-18,72,70,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
42,2018,PDLBC,18-Oct-18,394,382,12,8,1,0,3,0,0,0,0,0,0,0,0,0,0,0
42,2018,"Project Gulshan-e-Iqbal Park",18-Oct-18,189,157,32,9,0,1,14,2,0,0,0,0,0,0,0,0,0,6
42,2018,V,18-Oct-18,816,757,59,16,8,4,28,1,0,0,0,0,0,1,0,0,0,1
42,2018,VI,18-Oct-18,222,208,14,1,4,0,9,0,0,0,0,0,0,0,0,0,0,0
42,2018,VII,18-Oct-18,223,212,11,4,1,2,3,1,0,0,0,0,0,0,0,0,0,0
42,2018,"ENGINEERING DIRECTORATE",19-Oct-18,560,508,52,3,0,18,26,1,0,0,0,0,0,0,0,0,0,4
42,2018,GIP,19-Oct-18,278,216,62,7,0,11,31,2,0,0,0,1,0,0,0,0,1,9
42,2018,I,19-Oct-18,745,728,17,2,0,8,3,2,0,0,0,0,0,0,0,0,0,2
42,2018,II,19-Oct-18,541,514,27,3,0,15,9,0,0,0,0,0,0,0,0,0,0,0
42,2018,III,19-Oct-18,647,623,24,2,0,6,9,2,0,1,0,1,0,0,0,0,0,3
42,2018,IV,19-Oct-18,824,816,8,4,0,1,1,0,0,0,0,0,0,0,0,0,2,0
42,2018,"PD FEROZPUR ROAD",19-Oct-18,193,189,4,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0
42,2018,"Project Gulshan-e-Iqbal Park",19-Oct-18,189,157,32,20,0,2,2,3,0,0,0,1,0,0,0,0,0,4
42,2018,V,19-Oct-18,816,797,19,4,0,5,5,0,0,0,0,1,0,1,0,0,0,3
42,2018,VI,19-Oct-18,222,216,6,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0
42,2018,VII,19-Oct-18,223,222,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
42,2018,"ENGINEERING DIRECTORATE",20-Oct-18,560,504,56,1,0,9,38,1,0,0,0,0,0,1,0,0,0,6
42,2018,GIP,20-Oct-18,278,265,13,3,0,1,4,2,0,0,0,1,0,0,0,0,0,2
42,2018,GORs,20-Oct-18,348,345,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
42,2018,I,20-Oct-18,745,736,9,3,0,3,2,0,0,0,0,0,0,0,0,0,0,1
42,2018,II,20-Oct-18,541,522,19,1,0,4,14,0,0,0,0,0,0,0,0,0,0,0
42,2018,III,20-Oct-18,647,616,31,4,0,8,11,1,0,0,0,1,0,0,0,0,0,6
42,2018,IV,20-Oct-18,824,792,32,5,0,4,21,0,0,0,0,0,0,1,0,0,0,1
42,2018,JillaniPark,20-Oct-18,239,219,20,10,0,1,3,2,0,0,0,0,2,0,0,0,0,2
42,2018,"PD FEROZPUR ROAD",20-Oct-18,193,187,6,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1
42,2018,"PD MALL RD AND FEROZPUR RD",20-Oct-18,72,70,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
42,2018,PDLBC,20-Oct-18,394,382,12,2,0,2,6,0,0,0,0,0,0,0,0,0,0,2
42,2018,"Project Gulshan-e-Iqbal Park",20-Oct-18,189,176,13,7,0,0,2,0,0,0,0,0,1,1,0,0,0,2
42,2018,V,20-Oct-18,816,785,31,7,0,8,13,1,0,0,0,0,0,0,0,0,0,2
42,2018,VI,20-Oct-18,222,215,7,2,0,1,4,0,0,0,0,0,0,0,0,0,0,0
42,2018,VII,20-Oct-18,223,218,5,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0
42,2018,"ENGINEERING DIRECTORATE",20-Oct-18,560,504,56,1,0,9,38,1,0,0,0,0,0,1,0,0,0,6
42,2018,GIP,20-Oct-18,278,265,13,3,0,1,4,2,0,0,0,1,0,0,0,0,0,2
42,2018,GORs,20-Oct-18,348,345,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
42,2018,I,20-Oct-18,745,736,9,3,0,3,2,0,0,0,0,0,0,0,0,0,0,1
42,2018,II,20-Oct-18,540,521,19,1,0,4,14,0,0,0,0,0,0,0,0,0,0,0
